Cluster 0,"dot,adapter,generation,sound,better,plug,cord,it셲,usb,power"
Cluster 1,"love,sound,just,good,play,device,great,like,music,alexa"
Cluster 2,"second,alexa,amazon,bluetooth,quality,music,speaker,sound,echo,dot"
Cluster 3,"clock,room,use,echo,smart,alexa,lights,turn,alarm,set"
Cluster 4,"dots,alexa,sound,better,echo,dot,3rd,generation,2nd,gen"
