Cluster 0,"product,static,months,music,amazon,sound,quality,use,echo,speaker"
Cluster 1,"google,time,amazon,song,like,say,does,play,music,alexa"
Cluster 2,"sounds,generation,muffled,speaker,better,echo,dot,bass,quality,sound"
Cluster 3,"dots,quality,generation,echo,better,sound,dot,3rd,2nd,gen"
Cluster 4,"app,work,just,device,home,amazon,google,dot,alexa,echo"
