Cluster 0,"better,assistant,dot,amazon,good,smart,alexa,mini,home,google"
Cluster 1,"amazon,great,voice,use,play,just,like,speaker,music,alexa"
Cluster 2,"new,quality,echo,3rd,2nd,better,generation,dot,sound,gen"
Cluster 3,"sound,new,app,alexa,amazon,music,clock,set,dot,echo"
Cluster 4,"time,just,song,work,want,alexa,device,play,amazon,music"
