Cluster 0,"new,3rd,previous,speaker,quality,echo,dot,better,sound,generation"
Cluster 1,"like,things,list,music,just,fun,day,ask,love,alexa"
Cluster 2,"speaker,quality,generation,better,sound,3rd,2nd,echo,dot,gen"
Cluster 3,"home,amazon,love,device,music,dot,sound,alexa,great,echo"
Cluster 4,"lights,dot,love,play,turn,use,smart,echo,music,alexa"
