1.0,"NOT VERIZON COMPATIBLE
  
","July 12, 2019",Yes,"Despite all the reviews saying that this device is fully unlocked and compatible with any phone carrier, it is wrong. It is not compatible with Verizon so don't let them scheme you as they did me.",10
1.0,"Blue tooth does  not work
  
","June 18, 2019",Yes,Blue tooth failure should not happen for this age device and something easy to assess during renew phase. I am surprised that they missed this in their evaluation.,10
5.0,"A pretty nice phone for the price!
  
","July 25, 2019",Yes,"Boo yah! My phone came in mint condition with an Apple charger.Something people need to know about newer iPhones is the materials have changed. Opposed to older models that were more scratch resistant but more prone to shattering when dropped, the newer models traded in the scratch resistance factor for higher durability and less likelihood of shattering occurring. There’s a coating on it and yes, you will ABSOLUTELY need not only a proper case for this phone, but also a screen protector. I did not know this until after purchasing this phone and noticed some minor cosmetic scratches from my light usage.My unsolicited advice if buying is to also purchase a case and screen protector simultaneously so you don’t have to deal with scratching. Both can be found on Amazon together for under $20 total.Unless you’re totally rich and don’t care. Then do whatever you want because this is probably your back up back up iPhone.",3
4.0,"Beautiful iPhone and great value
  
","September 20, 2019",Yes,This is a beautiful iPhone however I had some issues with mine periodically it would freeze up and I even had problems with the rotation at one point it took 10 minutes till I was able to get it upright. I even had a few texts messages ithat it wasn’t delivered. But I read some great reviews before I purchased it and I would agree that this phone is a great value and if I haven’t mentioned it’s absolutely gorgeous I would absolutely recommend this phone and the seller they reached out to me right away. Because of my issues is the only reason I give this review a 4 stars. I would recommend that if you purchase this phone make sure that you purchase a case and a screen protector because you don’t want to lose your investment it’s just that beautiful. I truly love this phone and I’m sure you will too. You can buy everything on Amazon so go for it and don’t hesitate.,3
1.0,"Trash....just trash
  
","September 15, 2019",Yes,I originally wanted to give this seller 2 stars because the phone was at least functional but just busted but after continual use I have become irate with this phone. To call it functional would be a compliment. You can't scroll or try to click something because if you do it will pick something else entirely. Just buy straight from apple and save yourself a headache because you aren’t saving much money from buying here regardless.,5
3.0,"great condition, cellular/data connectivity is BAD
  
","July 29, 2019",Yes,"this refurbished phone is awesome! i got mine from ChubbiesTech out of NY and it was perfect! I had almost no trouble switching my service with metropcs from my 6S to the XR. it came on time and looks great! the battery capacity is 100%, and besides one little dent (that i only saw because i LOOKED for it) you wouldn't even be able to tell that the phone wasn't brand new! hopefully phone stays good, but as of now i couldn't have hoped for a better experience with the phone &amp; seller! fedex on the other hand, that's a different story😂EDIT: this phone, while it connected to my carrier, will not stay connected to service. it will say i'm connected, but none of the cellular features or data features will work. i've done everything that has been recommended to me (download apn, reset network settings, get a new sim card) and NOTHING has fixed the problem. as soon as i actually get a response from the seller, i plan to exchange it.",3
5.0,"Great Service and Product 👍
  
","August 29, 2019",Yes,"I received the phone and it was packaged nicely, with charger cord and block.  The body and screen of phone looked brand new, no scratches anywhere.  I did have a slight issue with my sim card not being recognized, so I contacted seller.  Tek Galaxy immediately expedited a replacement to me and it worked great!  They were very polite and handled this in a professional and courteous manner - I would recommend Tek Galaxy to anyone.",5
5.0,"DONT FALL FOR IT!
  
","November 29, 2019",Yes,"Don’t buy this phone!!!! I bought a beautiful blue color, it worked PERFECTLY for two months then it got blocked by T-mobile. I contacted T-mobile and guess what? They tel me this phone was previously owned by a guy who didn’t pay off the full price. Now I’m stuck with a BLOCKED IMEI PHONE and Nono one can do anything about it!!! Tried to return it and the seller won’t accept my return. Currently working on starting an A-Z return request via amazon. Such a disgrace.",5
5.0,,"June 2, 2019",No,None,0
1.0,"PHONE GLITCHY - DOES NOT WORK!
  
","November 27, 2019",Yes,"I bought two phones for my two sons this weekend. One works just fine, one immediately started spazzing and glitching and putting up multiple screens at a time. It’s impossible to use. I’ve been on the phone all day with Apple customer service and now they say I have to take it to the Apple store to verify it’s not working. I’m very frustrated. I just want each phone I bought to be useable and not have to drive all over creation the day before Thanksgiving.",5
